;Level;Stance;Claim;Votes
2288;1.0;con;It is an assumption that all biological parents choose to create life and so accrue obligations to the fetus. In cases where parent do not deliberately concieve, the violinist is equivalent to a fetus and so the thought experiment holds true.;['1', '0', '2', '0', '0']
2289;1.0;con;In the violinist example the violinist is a complete stranger, while in a pregnancy the baby is the mother's own child.;['1', '1', '0', '0', '0']
2290;1.0;pro;A mother who fails to provide for her own child's basic needs such as food and water is guilty of child neglect, whereas someone who passes a stranger on the street begging for food and doesn't give them anything is not guilty of a crime. This intuitively supports the idea that a person's obligations towards their own child is greater than that towards a stranger.;['0', '0', '0', '1', '0']
2291;1.0;con;One plausibly has duties (moral or legal) to persons under one's charge, like children. However, it is not at all clear that one has duties to an unwanted fetus.;['0', '0', '1', '1', '0']
2292;1.0;con;"A mother has duties to her two-year-old son, regardless of whether the child is ""wanted"". Therefore it is plausible that the fetus being ""unwanted"" doesn't take away her duties towards it.";['0', '0', '0', '2', '0']
2293;1.0;con;The violinist example can only be used to justify abortion in the case of rape, because in the example, you did nothing that could have led to you being attached to the violinist.;['0', '0', '1', '0', '0']
2294;1.0;con;The mother's body naturally sends nutrients to the fetus. That she might not consciously approve of this doesn't mean the fetus is violating her rights by accepting the nutrients offered.;['0', '0', '1', '0', '0']
2295;1.0;con;Viability is a weak argument for determining the right to life. A human on life-support isn't viable, but we still believe they are are human beings with rights.;['2', '1', '1', '2', '3']
2296;1.0;pro;Newborns (and most people who are under 18) cannot live independently, but they are still persons.;['0', '0', '1', '0', '0']
2297;1.0;con;This obscures the order in which personhood is first attained. A human on life-support attains viability before losing it in this example.;['1', '1', '1', '1', '1']
2298;1.0;con;Independent viability is a moveable target, so irrelevant to the ethics of life and value. No one is 'viable' in an environment contrary to the needs of survival, such as a child in the ocean or an adult in the vacuum of space.;['0', '1', '2', '0', '2']
2299;1.0;pro;"Future technology may be able to develop an artificial womb or incubation method as an alternative to pregnancy. This means what is ""viable"" is partially dependent upon current technology and doesn't ultimately answer the question.";['0', '1', '2', '0', '0']
2300;1.0;pro;Numerous attempts have been made to pass personhood laws in the US, which would classify zygotes, embryos and fetuses as persons, but such attempts have had little success.;['1', '1', '1', '0', '1']
2301;1.0;pro;This continuity begins with sperm and egg, which would make masturbation similar to abortion.;['0', '1', '0', '0', '0']
2302;1.0;con;Masturbation generally does not include both eggs and sperms present simultaneously, and by most definitions does not include fertilization. There is a distinct beginning of continuity with fertilization.;['0', '0', '2', '0', '0']
2303;1.0;pro;There is a big jump between sperm cells and a baby with formed organs inside a mothers womb not yet able to live on its own.;['0', '0', '1', '0', '0']
2304;1.0;con;There is no scientific basis to give personhood to the gametes of any of the two sexes. Neither of them is a totipotent cell, with the potentiality to become human beings on their own.;['0', '0', '1', '0', '0']
2305;1.0;con;A sperm plus an egg would give rise to such a totipotent cell. If such a cell is of moral value, it stands to reason that what gives rise to it is also of moral value. In that case, destroying or preventing the development of a sperm plus egg would be as immoral as destroying or preventing the development of a zygote or fetus.;['0', '0', '1', '0', '0']
2306;1.0;con;That they have had little success doesn't mean that they are wrong.;['0', '2', '0', '0', '2']
2307;1.0;con;A number of scientific advancements mean that the Roe v Wade decision should be reconsidered.;['0', '1', '0', '1', '1']
2308;1.0;pro;Since Roe v Wade, significant advancements have been made in genomics allowing us to see that babies in the womb are genetically humans, beginning at conception.;['0', '2', '0', '0', '1']
2309;1.0;con;The law does not necessarily always reflect what should be the case. Morally, one can still argue that a fetus should be recognised as a person.;['1', '0', '2', '2', '8']
2310;1.0;pro;If laws were always moral, there wouldn't be any reason to ask for a change in the law.;['1', '1', '1', '0', '3']
2311;1.0;pro;In 1857, the U.S. Supreme Court declared in Dred Scott v. Sandford that blacks were 'not persons' and therefore didn't have the rights of people.;['1', '1', '1', '0', '0']
2312;1.0;con;Morals are a set of rules that individuals live by, thus it cannot be suggested that people with different morals are somehow incorrect or wrong. Women should have the right to choose what happens to their body and to live by the morals they choose for themselves.;['0', '0', '1', '0', '0']
2313;1.0;con;If a society polices for murder, theft, or other crimes considered immoral, then that society finds it ethically acceptable to determine what is a crime, create laws to prohibit that crime, and then police to enforce the law.;['0', '1', '2', '0', '1']
2314;1.0;pro;These laws may change over time as the society reevaluates and changes, but the fundamental ethics of the society hold that it may create laws based in moral principles and then enforce them.;['0', '0', '1', '0', '0']
2315;1.0;con;Saying that “women should always have the right to choose” is a moral judgment, that according to your argument, can not be judged as “correct” or “right.” All laws are codifications of moral judgments, and there are some acts that are universally considered immoral, such as the taking of an innocent human life.;['1', '1', '1', '0', '1']
2316;1.0;pro;"In US federal law, the concept of legal personhood is formalized by statute (1 USC §8) to include ""every infant member of the species homo sapiens who is born alive at any stage of development.""";['0', '0', '0', '1', '0']
2317;1.0;con;The law does not necessarily always reflect what should be the case. Morally, one can still argue that a fetus should be recognised as a person.;['0', '0', '1', '0', '0']
2318;1.0;pro;If laws were always moral, there wouldn't be any reason to ask for a change in the law.;['1', '1', '1', '0', '3']
2319;1.0;pro;In 1857, the U.S. Supreme Court declared in Dred Scott v. Sandford that blacks were 'not persons' and therefore didn't have the rights of people.;['1', '1', '1', '0', '0']
2320;1.0;con;Morals are a set of rules that individuals live by, thus it cannot be suggested that people with different morals are somehow incorrect or wrong. Women should have the right to choose what happens to their body and to live by the morals they choose for themselves.;['0', '0', '1', '0', '0']
2321;1.0;con;If a society polices for murder, theft, or other crimes considered immoral, then that society finds it ethically acceptable to determine what is a crime, create laws to prohibit that crime, and then police to enforce the law.;['0', '1', '2', '0', '1']
2322;1.0;pro;These laws may change over time as the society reevaluates and changes, but the fundamental ethics of the society hold that it may create laws based in moral principles and then enforce them.;['0', '0', '1', '0', '0']
2323;1.0;con;Saying that “women should always have the right to choose” is a moral judgment, that according to your argument, can not be judged as “correct” or “right.” All laws are codifications of moral judgments, and there are some acts that are universally considered immoral, such as the taking of an innocent human life.;['1', '1', '1', '0', '1']
2324;1.0;pro;The right to life should be considered fundamental and absolute.;['0', '0', '3', '0', '0']
2325;1.0;pro;The right to life is fundamental because it is crucial in order to allow people to access their other rights and make any future choices.;['0', '0', '0', '1', '0']
2326;1.0;pro;The right to life is enshrined in Article 3 of the Universal Declaration of Human Rights.;['0', '0', '1', '0', '0']
2327;1.0;con;The Universal Declaration of Human Rights is not a legally binding instrument.;['1', '0', '1', '2', '0']
2328;1.0;con;The legal ramifications of a document have no bearing on the moral applicability of its implications.;['0', '0', '2', '0', '1']
2329;1.0;con;The fact that the right to life is enshrined in the Universal Declaration of Human Rights (UDHR) doesn't make the right to life absolute. The UDHR says nothing about the right to life of animals or (hypothetical) aliens. The first article makes it clear that such rights begin at birth (p. 120).;['1', '0', '2', '0', '2']
2330;1.0;con;Governments do not do everything they can to ensure that people remain alive for as long as possible, which they should if the right to life is absolute and fundamental.;['0', '0', '1', '0', '0']
2331;1.0;pro;Governments do not make it a requirement of people to donate organs even though this would mean being able to save many people's lives.;['1', '0', '2', '0', '1']
2332;1.0;pro;Governments do not put all of their money into healthcare and medical research to allow people to live as long as possible.;['1', '0', '2', '0', '1']
2333;1.0;con;Governments do not do many other things that are good for the population. What governments do or fail to do shouldn't be used as an argument for the morality of anything.;['0', '1', '1', '0', '2']
2334;1.0;con;The 'right to life' is not the same as 'the right to be kept alive for as long as possible'. It only means that a human has the right to live, and should not be killed by another human being.;['0', '1', '2', '0', '1']
2335;1.0;con;The government made murder illegal because it violates the right to life. The same should go for abortion.;['0', '2', '1', '0', '1']
2336;1.0;con;Capital punishment is still legal in a number of countries, and in a number of US states. This shows that at times the state condones the ending of life, meaning the right is not absolute.;['0', '0', '1', '0', '0']
2337;1.0;con;Capital punishment is an act of self-defense, imparted only by the State, and is an act of last resort, i.e. the prisoner is still a danger to society. It is not a statement on the value or right to life of the one being executed.;['0', '2', '1', '0', '1']
2338;1.0;pro;Capital punishment protects the right to life by establishing consequences for murderers.;['0', '1', '1', '0', '1']
2339;1.0;con;The removal of rights after due process is never the case with abortion. The gestating human has either done nothing to warrant the removal of their rights, or does not even possess such rights. Capital punishment has no bearing on the abortion discussion.;['1', '0', '2', '0', '2']
2340;1.0;pro;Capital punishment is a penalty meant for someone who committed serious crimes. The fetus' life should not be terminated since he/she did not commit any crime.;['1', '0', '1', '1', '1']
2341;1.0;con;Capital punishment is a specific circumstance where people have committed a heinous crime and therefore have a number of their rights restricted or taken away.;['0', '0', '0', '0', '0']
2342;1.0;con;The bodily autonomy of the fetus cannot be exercised because the will of the fetus cannot be known. That is, the fetus did not choose to be conceived. In that sense, the will of the fetus is just as likely to be violated in allowing its birth as in preventing it.;['0', '2', '2', '0', '0']
2343;1.0;con;"It is not true that ""the will of the fetus is just as likely to be violated in allowing its birth as in preventing it"" because statistically, most people who are born do not wish to be killed.";['0', '0', '1', '0', '0']
2344;1.0;pro;Only 9.2% of people ever experience suicidal ideation. This would probably be even lower if their option for death was one of the grisly methods involved in modern abortions.;['0', '0', '0', '1', '0']
2345;1.0;con;Life begins before conception. Sperm and ova are both alive. Romanticising the next step is illogical, as an embryo has little more potential to become someone than its separate parts had to become that same someone.;['2', '2', '2', '1', '4']
2346;1.0;pro;The spermatozoon and the oocyte (which fuse at conception to produce the zygote) are both alive. Thus life does not begin at conception.;['0', '0', '1', '0', '0']
2347;1.0;con;Sperm and ova don't contain a full human's DNA separately. They need to be combined for a life to occur and for it to start growing into a human.;['0', '0', '0', '1', '0']
2348;1.0;con;Human cloning is inevitable. At that point perhaps one source of DNA may suffice.;['0', '0', '0', '0', '0']
2349;1.0;con;"A sperm or ovum in its natural environment by itself will never become an adult human being; a zygote in its natural environment (a womb) can.";['0', '0', '1', '0', '0']
2350;1.0;con;A zygote lacks a mind or perception. It does not matter if it is destroyed as long as it's with the consent of the mother. The potential to be a person is not equivalent to personhood.;['0', '0', '0', '0', '0']
2351;1.0;con;The right to life is fundamental, but life begins at independent viability.;['5', '4', '2', '5', '11']
2352;1.0;pro;A fetus's right to life does not imply the right to use the mother's body to sustain its life.;['1', '1', '0', '2', '2']
2353;1.0;pro;In Judith Jarvis Thomson's famous violinist example, she argues that people would be outraged if upon waking up they found themselves plugged to an ailing violinist and told that in order for the violinist to remain alive, they must remain plugged to them for the next nine months.;['2', '1', '1', '1', '4']
2354;1.0;pro;Such an experiment demonstrates how abortion does not violate a fetus' right to life. Rather, it just deprives the fetus of the use of the pregnant person's body.;['0', '0', '1', '0', '0']
2355;1.0;con;In the violinist example the violinist is a complete stranger, while in a pregnancy the baby is the mother's own child.;['1', '1', '0', '0', '0']
2356;1.0;pro;A mother who fails to provide for her own child's basic needs such as food and water is guilty of child neglect, whereas someone who passes a stranger on the street begging for food and doesn't give them anything is not guilty of a crime. This intuitively supports the idea that a person's obligations towards their own child is greater than that towards a stranger.;['0', '0', '0', '1', '0']
2357;1.0;con;One plausibly has duties (moral or legal) to persons under one's charge, like children. However, it is not at all clear that one has duties to an unwanted fetus.;['0', '0', '1', '1', '0']
2358;1.0;con;"A mother has duties to her two-year-old son, regardless of whether the child is ""wanted"". Therefore it is plausible that the fetus being ""unwanted"" doesn't take away her duties towards it.";['0', '0', '0', '2', '0']
2359;1.0;con;The violinist example is not analogous because withdrawing support is very different from directly killing. In that example, the person did not create the violinist's dependency on their body whereas the parents are responsible for the creation of a fetus, thereby creating an obligation to provide due care.;['1', '1', '1', '1', '3']
2360;1.0;con;This assumes that withdrawing support is different from direct killing. This distinction is unclear at best, since both cases involve a decision (terminate life) causally connected to a consequence (termination of life).;['1', '0', '2', '1', '0']
2361;1.0;con;It is an assumption that all biological parents choose to create life and so accrue obligations to the fetus. In cases where parent do not deliberately concieve, the violinist is equivalent to a fetus and so the thought experiment holds true.;['1', '0', '2', '0', '0']
2362;1.0;con;The violinist example can only be used to justify abortion in the case of rape, because in the example, you did nothing that could have led to you being attached to the violinist.;['0', '0', '1', '0', '0']
2363;1.0;pro;When a fetus is able to exist independently from the mother's body they can be considered to be independent living beings. During pregnancy the fetus is specifically reliant on the mother to maintain their life, which is no longer the case once they are born, making them more independent.;['0', '0', '1', '1', '0']
2364;1.0;con;The mother's body naturally sends nutrients to the fetus. That she might not consciously approve of this doesn't mean the fetus is violating her rights by accepting the nutrients offered.;['0', '0', '1', '0', '0']
2365;1.0;con;Independent viability is a moveable target, so irrelevant to the ethics of life and value. No one is 'viable' in an environment contrary to the needs of survival, such as a child in the ocean or an adult in the vacuum of space.;['0', '1', '2', '0', '2']
2366;1.0;pro;"Future technology may be able to develop an artificial womb or incubation method as an alternative to pregnancy. This means what is ""viable"" is partially dependent upon current technology and doesn't ultimately answer the question.";['0', '1', '2', '0', '0']
2367;1.0;con;Viability is a weak argument for determining the right to life. A human on life-support isn't viable, but we still believe they are are human beings with rights.;['2', '1', '1', '2', '3']
2368;1.0;pro;Newborns (and most people who are under 18) cannot live independently, but they are still persons.;['0', '0', '1', '0', '0']
2369;1.0;con;This obscures the order in which personhood is first attained. A human on life-support attains viability before losing it in this example.;['1', '1', '1', '1', '1']
2370;1.0;con;Even if the fetus is a life, so is the mother. It is not clear that the right to life of a fetus necessarily trumps the right to bodily autonomy and self-preservation of the mother.;['6', '4', '6', '8', '33']
2371;1.0;pro;It is likely that most people would prioritize saving a human child over fertilized eggs. This shows that not all life is considered equal.;['0', '2', '1', '0', '0']
2372;1.0;con;If people have to choose between saving a stranger adult and their own child, they are likely to save their own child. None of those two intuitions solve the moral problem.;['1', '1', '2', '0', '5']
2373;1.0;con;The idea of choosing between a child and fertilized eggs is not analogous to real life. Even if a child's life is more valuable, it doesn't mean a fertilized egg or a fetus has no value and doesn't justify abortion.;['2', '1', '1', '1', '2']
2374;1.0;con;People might choose the child over fertilized eggs, not because the fertilized eggs lack value, but because only the child would feel pain while dying.;['0', '0', '0', '0', '0']
2375;1.0;pro;Women have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies.;['1', '1', '1', '0', '0']
2376;1.0;pro;The only reliable basis we have on which to consider this issue is in relation to a woman's right to bodily autonomy.;['11', '4', '4', '4', '3']
2377;1.0;pro;We lack the necessary philosophical understanding to determine conclusively when sentience begins in a meaningful way.;['2', '0', '2', '0', '0']
2378;1.0;pro;Women have a moral right to bodily autonomy.;['5', '3', '3', '2', '12']
2379;1.0;pro;We do not give people the right to use other's people's body to use or sustain them without express and ongoing consent. If women want to remove that consent, they should be able to do so by having an abortion.;['1', '0', '1', '1', '0']
2380;1.0;pro;In Judith Jarvis Thomson's famous violinist example, she argues that people would be outraged if upon waking up they found themselves plugged to an ailing violinist and told that in order for the violinist to remain alive, they must remain plugged to them for the next nine months.;['2', '2', '1', '0', '1']
2381;1.0;pro;Such an experiment demonstrates how abortion does not violate a fetus' right to life. Rather, it just deprives the fetus of the use of the pregnant person's body.;['0', '0', '1', '0', '0']
2382;1.0;con;The violinist example can only be used to justify abortion in the case of rape, because in the example, you did nothing that could have led to you being attached to the violinist.;['0', '0', '1', '0', '0']
2383;1.0;con;In the violinist example the violinist is a complete stranger, while in a pregnancy the baby is the mother's own child.;['1', '1', '0', '0', '0']
2384;1.0;pro;A mother who fails to provide for her own child's basic needs such as food and water is guilty of child neglect, whereas someone who passes a stranger on the street begging for food and doesn't give them anything is not guilty of a crime. This intuitively supports the idea that a person's obligations towards their own child is greater than that towards a stranger.;['0', '0', '0', '1', '0']
2385;1.0;con;One plausibly has duties (moral or legal) to persons under one's charge, like children. However, it is not at all clear that one has duties to an unwanted fetus.;['0', '0', '1', '1', '0']
2386;1.0;con;"A mother has duties to her two-year-old son, regardless of whether the child is ""wanted"". Therefore it is plausible that the fetus being ""unwanted"" doesn't take away her duties towards it.";['0', '0', '0', '2', '0']
2387;1.0;con;The violinist example is not analogous because withdrawing support is very different from directly killing. In that example, the person did not create the violinist's dependency on their body whereas the parents are responsible for the creation of a fetus, thereby creating an obligation to provide due care.;['1', '1', '1', '1', '3']
2388;1.0;con;This assumes that withdrawing support is different from direct killing. This distinction is unclear at best, since both cases involve a decision (terminate life) causally connected to a consequence (termination of life).;['1', '0', '2', '1', '0']
2389;1.0;con;It is an assumption that all biological parents choose to create life and so accrue obligations to the fetus. In cases where parent do not deliberately concieve, the violinist is equivalent to a fetus and so the thought experiment holds true.;['1', '0', '2', '0', '0']
2390;1.0;pro;A fetus's right to life does not imply the right to use the mother's body to sustain its life.;['1', '1', '0', '1', '2']
2391;1.0;pro;When a fetus is able to exist independently from the mother's body they can be considered to be independent living beings. During pregnancy the fetus is specifically reliant on the mother to maintain their life, which is no longer the case once they are born, making them more independent.;['0', '0', '1', '1', '0']
2392;1.0;pro;In Judith Jarvis Thomson's famous violinist example, she argues that people would be outraged if upon waking up they found themselves plugged to an ailing violinist and told that in order for the violinist to remain alive, they must remain plugged to them for the next nine months.;['2', '1', '1', '1', '4']
2393;1.0;pro;Such an experiment demonstrates how abortion does not violate a fetus' right to life. Rather, it just deprives the fetus of the use of the pregnant person's body.;['0', '0', '1', '0', '0']
2394;1.0;con;The violinist example can only be used to justify abortion in the case of rape, because in the example, you did nothing that could have led to you being attached to the violinist.;['0', '0', '1', '0', '0']
2395;1.0;con;The violinist example is not analogous because withdrawing support is very different from directly killing. In that example, the person did not create the violinist's dependency on their body whereas the parents are responsible for the creation of a fetus, thereby creating an obligation to provide due care.;['1', '1', '1', '1', '3']
2396;1.0;con;This assumes that withdrawing support is different from direct killing. This distinction is unclear at best, since both cases involve a decision (terminate life) causally connected to a consequence (termination of life).;['1', '0', '2', '1', '0']
2397;1.0;con;It is an assumption that all biological parents choose to create life and so accrue obligations to the fetus. In cases where parent do not deliberately concieve, the violinist is equivalent to a fetus and so the thought experiment holds true.;['1', '0', '2', '0', '0']
2398;1.0;con;In the violinist example the violinist is a complete stranger, while in a pregnancy the baby is the mother's own child.;['1', '1', '0', '0', '0']
2399;1.0;pro;A mother who fails to provide for her own child's basic needs such as food and water is guilty of child neglect, whereas someone who passes a stranger on the street begging for food and doesn't give them anything is not guilty of a crime. This intuitively supports the idea that a person's obligations towards their own child is greater than that towards a stranger.;['0', '0', '0', '1', '0']
2400;1.0;con;One plausibly has duties (moral or legal) to persons under one's charge, like children. However, it is not at all clear that one has duties to an unwanted fetus.;['0', '0', '1', '1', '0']
2401;1.0;con;"A mother has duties to her two-year-old son, regardless of whether the child is ""wanted"". Therefore it is plausible that the fetus being ""unwanted"" doesn't take away her duties towards it.";['0', '0', '0', '2', '0']
2402;1.0;con;The mother's body naturally sends nutrients to the fetus. That she might not consciously approve of this doesn't mean the fetus is violating her rights by accepting the nutrients offered.;['0', '0', '1', '0', '0']
2403;1.0;pro;Decisions which largely impact on an individual and their body should ultimately be made by that individual rather than by the state.;['1', '0', '1', '1', '1']
2404;1.0;pro;The state allows individuals to make decisions even if they could harm other people.;['1', '0', '1', '0', '1']
2405;1.0;pro;For example, people are not required to donate blood or put their life at risk to protect others even if it would save other people.;['0', '0', '0', '2', '0']
2406;1.0;con;The state has the power to prevent actions that harm others, not to compel actions to prevent harm. The two are not the same.;['0', '1', '1', '0', '1']
2407;1.0;pro;The law cannot compel someone to jump in and save a drowning man, but it can intervene if a person take actions to drown another person.;['0', '0', '0', '2', '0']
2408;1.0;con;You are not required to put your life at risk to protect your child but you are required by law to take care of it. This argument supports the case for abortion where there is a high likelihood of death to the mother, but does not support a general right to choose abortion.;['1', '0', '2', '0', '1']
2409;1.0;pro;Many women do not become pregnant by choice. It is wrong to force these women to remain pregnant when they do not want to be.;['1', '0', '0', '1', '1']
2410;1.0;pro;Some schools provide such inadequate sex education that some people may not realise sex leads to pregnancy.;['3', '1', '3', '3', '2']
2411;1.0;pro;A report found evidence abstinence-only curricula promoting irresponsible, high-risk teenage behavior by keeping teens uneducated with regard to reproductive knowledge instead of giving them the tools to make educated decisions regarding their reproductive health [37].;['1', '1', '1', '0', '2']
2412;1.0;con;Then the solution is better education, not abortion. To justify an act simply because it remedies a negative event based on a lack of education is simply lazy.;['1', '0', '1', '0', '0']
2413;1.0;pro;It is unreasonable to be satisfied with poor education, but this leaves justification for it though a workaround.;['0', '0', '1', '0', '0']
2414;1.0;con;"The reason for abortion doesn't need to be ""justified"" if you do not see it as immoral. Poor education would merely be an explanation, and abortion the remedy.";['0', '0', '1', '0', '1']
2415;1.0;pro;Woman face too many difficulties getting their tubes tied to be able to prevent pregnancies.;['0', '1', '1', '1', '0']
2416;1.0;pro;Some pregnancies are the result of an act of violence like rape.;['2', '1', '4', '3', '22']
2417;1.0;pro;Raped women often don't have an option to use birth control.;['2', '1', '1', '1', '1']
2418;1.0;con;There are contraceptive methods, such as the morning after pill, which can be used to guard against the possibility of becoming pregnant following cases of rape.;['1', '2', '1', '0', '0']
2419;1.0;pro;In cases of non consensual sex, the person who was forced by someone to have sexual intercourse has no moral obligation to not kill the unborn-person. Every harm caused to the unborn is the responsibility of the person who forced the other to have sexual intercourse.;['1', '2', '2', '1', '1']
2420;1.0;con;You cannot transfer responsibility for harm to another person. The person responsible for the abortion is the person going to the clinic.;['0', '2', '0', '0', '4']
2421;1.0;con;Often healthcare professionals are not educated on how to deal with women who have become pregnant on account of rape.;['0', '0', '1', '0', '0']
2422;1.0;con;In these instances, it is possible to make exceptions to the law without outright making abortion a legal choice.;['0', '2', '3', '2', '3']
2423;1.0;con;Enforcing laws and drawing lines between what is legal and illegal is often a long process, prone to mistakes. Abortion is a time-delicate matter which cannot be postponed for next hearing.;['0', '0', '1', '1', '4']
2424;1.0;con;Trying to sort out the exceptions from the general rule (especially if this is an exception wherein all other abortion is illegal and not merely, say, 3rd trimester or post-viability abortions) would require extensive, unjustified government invasion into the woman's privacy.;['0', '0', '1', '0', '1']
2425;1.0;con;In the rare case of pregnancy due to rape, terminating the life of the unborn child will not correct the horror done to the woman, it will simply pass on the act of force to an innocent party.;['2', '3', '0', '3', '6']
2426;1.0;con;Termination of the unborn child's life is not done to mitigate the effects of the crime on one's past, it is to minimize its effects on one's future.;['1', '0', '1', '1', '7']
2427;1.0;pro;"This is especially true for young teenagers that were raped by pedophiles; forcing a child into motherhood, on top of dealing with the sexual violence, would be unnecessarily cruel.";['0', '0', '1', '0', '1']
2428;1.0;con;Women consent to the risk of becoming pregnant whenever they choose to have sex.;['10', '8', '4', '3', '18']
2429;1.0;pro;It is possible for women to research nonprocreative sex acts and their associated likelihood of pregnancy. As such they are aware of the risks, and it is possible for them to consent to pregnancy.;['0', '0', '0', '0', '0']
2430;1.0;pro;It is possible for women to participate in sexual activities such as oral sex, which will not result in pregnancy.;['0', '0', '0', '0', '0']
2431;1.0;pro;Oral sex, which can be considered a form of contraception in the sense of sexual activity that avoids procreation, is 100% effective at not resulting in pregnancy.;['0', '0', '0', '0', '0']
2432;1.0;con;There are many factors that fertility which may lead women to underestimate their likelihood of pregnancy. Though more information is available, that may not effect how they understand the risk.;['0', '0', '0', '0', '0']
2433;1.0;pro;It is possible for women to research contraception and the likelihood of pregnancy before they have sex, such that they are aware of the risks.;['2', '2', '1', '0', '1']
2434;1.0;pro;The internet has made such information widely available, even in conservative communities.;['0', '3', '2', '1', '0']
2435;1.0;con;This would assume that conservative communities are open to the use of contraception and the bodily autonomy of women which is not the case.;['0', '0', '2', '0', '1']
2436;1.0;con;When women use contraception it is clear they are trying to avoid pregnancy and therefore should not be held responsible for the outcome.;['0', '1', '1', '0', '0']
2437;1.0;pro;Use of contraception indicates consent to pregnancy has explicitly not been given.;['1', '2', '2', '0', '2']
2438;1.0;con;No form of contraception is 100% effective.;['0', '0', '2', '0', '2']
2439;1.0;pro;Planned Parenthood states that the pill is only about 91% effective because it is difficult to maintain perfect use.;['0', '1', '1', '0', '1']
2440;1.0;con;If the pill is used perfectly, it is 99% effective.;['0', '1', '2', '0', '0']
2441;1.0;pro;Even used perfectly, condoms are only effective 98% of the time.;['0', '0', '1', '1', '2']
2442;1.0;con;Abstinence is always effective.;['3', '2', '2', '0', '2']
2443;1.0;con;An abstinent woman can still be raped and become pregnant.;['1', '1', '1', '0', '3']
2444;1.0;con;It is unreasonable to expect people to remain abstinent forever. There are people who may want to have sex lives but do not ever want to have children. For them there is no fail proof form of contraception.;['1', '1', '0', '1', '2']
2445;1.0;pro;"Humans are designed to find pleasure in sexual relations. Sex is more than just for reproduction; it is also a bonding mechanism between life-long partners. Therefore an abstinence only method is an unreasonable burden for a person to bear.";['1', '0', '0', '2', '1']
2446;1.0;con;The primary role of sexual relations is reproduction. This is true in all species that reproduce by mating. The pleasure and bonding effect of a sexual relation is subservient to its purpose as a reproduction mechanism.;['1', '1', '1', '1', '2']
2447;1.0;con;People have sex for pleasure and bonding effects more often than for reproduction across all ages.;['1', '1', '1', '0', '2']
2448;1.0;con;"Abstinence is only 100% effective if used perfectly. The ""typical use"" effectiveness of abstinence as a contraceptive is not 100%.";['1', '1', '1', '0', '2']
2449;1.0;con;Contraceptives advertise that they are not 100% effective. Even though these devices or drugs decrease the likelihood of pregnancy they don't negate the responsibility for the risk of the action chosen.;['0', '0', '1', '1', '0']
2450;1.0;con;Sterilization procedures (hysterectomy, vasectomies) are almost 100% effective.;['2', '1', '2', '1', '0']
2451;1.0;pro;Male vasectomies are both reversible and do not stop your body from producing sperm. It is one of the most highly-effective birth control measures while still maintaining the possibility of having children in the future.;['0', '1', '1', '1', '0']
2452;1.0;con;Although it is rare, vasectomy failure is still a possibility. In the first year after vasectomy, 15 to 20 of every 10,000 couples experience a pregnancy.;['0', '0', '2', '0', '1']
2453;1.0;con;There is a small risk that female sterilisation will not work - blocked tubes can rejoin any time after the operation.;['0', '1', '1', '0', '1']
2454;1.0;pro;On average, one woman in 200 will become pregnant after undergoing a female sterilisation procedure.;['0', '0', '2', '0', '0']
2455;1.0;con;Sterilisation is a near-permanent procedure - it is not a suitable contraceptive option for people who want to have children in the future.;['0', '1', '1', '0', '2']
2456;1.0;con;Low-income women often lack sexual education and even if they do have this information, they sometimes lack the resources to buy contraceptives.;['1', '0', '1', '1', '2']
2457;1.0;pro;Contraception is not cheap or widely available in many developing countries around the world, even in some parts of the US and Europe.;['0', '1', '1', '0', '0']
2458;1.0;con;A small pack of condoms will cost you around 5€. Less developed countries may find contraception somewhat more expensive, however abortion procedures in those parts of the world are far more dangerous and costly, so prevention and abstinence are still the better options. To increase effectiveness and safety, one should compliment usage of contraception with proper sexual responsibility.;['0', '1', '1', '0', '0']
2459;1.0;pro;According to WHO, only 43% of women of reproductive age in less developed countries use modern contraceptive methods, and a wide gap in use is seen between the highest and lowest wealth quintiles (52% versus 35%, respectively).;['1', '1', '1', '0', '1']
2460;1.0;con;Social norms can stop people from being able to avail of contraception.;['0', '1', '1', '0', '0']
2461;1.0;pro;A lack of sex education in many conservative regions means that couples are often ill equipped to properly use contraceptives such as condoms.;['0', '1', '1', '0', '1']
2462;1.0;pro;According to WHO, only 43% of women of reproductive age in less developed countries use modern contraceptive methods, and a wide gap in use is seen between the highest and lowest wealth quintiles (52% versus 35%, respectively).;['1', '1', '1', '0', '2']
2463;1.0;con;This non-excuse is not valid in an era of history where the vast majority of people in developed nations have instant access to the whole of human knowledge at the touch of a finger through the internet.;['2', '1', '3', '0', '0']
2464;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;['0', '0', '2', '1', '1']
2465;1.0;con;The solution for ignorance is to improve sex education, not implement a policy of allowing abortion.;['1', '2', '3', '1', '2']
2466;1.0;pro;Religious women are often taught that use of contraception is deeply immoral.;['0', '1', '1', '0', '0']
2467;1.0;con;Contraception is considered immoral by certain religions because it interferes with the conception of a child. Religions who are against contraception are therefore also against abortion because it interferes with the birth of a child.;['0', '1', '1', '0', '2']
2468;1.0;pro;Some religious values and beliefs support the view that abortion is immoral.;['0', '1', '1', '0', '2']
2469;1.0;pro;Classical Hindu texts strongly condemn abortion.;['2', '0', '2', '1', '1']
2470;1.0;pro;The Bible shows that God felt all human lives should be protected, including those in the womb.;['3', '0', '2', '0', '2']
