;Level;Stance;Claim;Votes
675;1.0;con;If the pill is used perfectly, it is 99% effective.;['0', '1', '2', '0', '0']
676;1.0;con;Abstinence is always effective.;['3', '2', '2', '0', '2']
677;1.0;con;An abstinent woman can still be raped and become pregnant.;['1', '1', '1', '0', '3']
678;1.0;con;"Abstinence is only 100% effective if used perfectly. The ""typical use"" effectiveness of abstinence as a contraceptive is not 100%.";['1', '1', '1', '0', '2']
679;1.0;con;It is unreasonable to expect people to remain abstinent forever. There are people who may want to have sex lives but do not ever want to have children. For them there is no fail proof form of contraception.;['1', '1', '0', '1', '2']
680;1.0;pro;"Humans are designed to find pleasure in sexual relations. Sex is more than just for reproduction; it is also a bonding mechanism between life-long partners. Therefore an abstinence only method is an unreasonable burden for a person to bear.";['1', '0', '0', '2', '1']
681;1.0;con;The primary role of sexual relations is reproduction. This is true in all species that reproduce by mating. The pleasure and bonding effect of a sexual relation is subservient to its purpose as a reproduction mechanism.;['1', '1', '1', '1', '2']
682;1.0;con;People have sex for pleasure and bonding effects more often than for reproduction across all ages.;['1', '1', '1', '0', '2']
683;1.0;con;Contraceptives advertise that they are not 100% effective. Even though these devices or drugs decrease the likelihood of pregnancy they don't negate the responsibility for the risk of the action chosen.;['0', '0', '1', '1', '0']
684;1.0;con;Sterilization procedures (hysterectomy, vasectomies) are almost 100% effective.;['2', '1', '2', '1', '0']
685;1.0;pro;Male vasectomies are both reversible and do not stop your body from producing sperm. It is one of the most highly-effective birth control measures while still maintaining the possibility of having children in the future.;['0', '1', '1', '1', '0']
686;1.0;con;Although it is rare, vasectomy failure is still a possibility. In the first year after vasectomy, 15 to 20 of every 10,000 couples experience a pregnancy.;['0', '0', '2', '0', '1']
687;1.0;con;Sterilisation is a near-permanent procedure - it is not a suitable contraceptive option for people who want to have children in the future.;['0', '1', '1', '0', '2']
688;1.0;con;There is a small risk that female sterilisation will not work - blocked tubes can rejoin any time after the operation.;['0', '1', '1', '0', '1']
689;1.0;pro;On average, one woman in 200 will become pregnant after undergoing a female sterilisation procedure.;['0', '0', '2', '0', '0']
690;1.0;con;Low-income women often lack sexual education and even if they do have this information, they sometimes lack the resources to buy contraceptives.;['1', '0', '1', '1', '2']
691;1.0;pro;Contraception is not cheap or widely available in many developing countries around the world, even in some parts of the US and Europe.;['0', '1', '1', '0', '0']
692;1.0;con;A small pack of condoms will cost you around 5€. Less developed countries may find contraception somewhat more expensive, however abortion procedures in those parts of the world are far more dangerous and costly, so prevention and abstinence are still the better options. To increase effectiveness and safety, one should compliment usage of contraception with proper sexual responsibility.;['0', '1', '1', '0', '0']
693;1.0;pro;According to WHO, only 43% of women of reproductive age in less developed countries use modern contraceptive methods, and a wide gap in use is seen between the highest and lowest wealth quintiles (52% versus 35%, respectively).;['1', '1', '1', '0', '1']
694;1.0;con;Social norms can stop people from being able to avail of contraception.;['0', '1', '1', '0', '0']
695;1.0;pro;A lack of sex education in many conservative regions means that couples are often ill equipped to properly use contraceptives such as condoms.;['0', '1', '1', '0', '1']
696;1.0;pro;According to WHO, only 43% of women of reproductive age in less developed countries use modern contraceptive methods, and a wide gap in use is seen between the highest and lowest wealth quintiles (52% versus 35%, respectively).;['1', '1', '1', '0', '2']
697;1.0;con;This non-excuse is not valid in an era of history where the vast majority of people in developed nations have instant access to the whole of human knowledge at the touch of a finger through the internet.;['', '', '', '', '0']
698;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
699;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
700;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
701;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
702;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
703;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
704;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
705;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
706;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
707;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
708;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
709;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
710;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
711;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
712;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
713;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
714;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
715;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
716;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
717;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
718;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
719;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
720;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
721;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
722;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
723;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
724;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
725;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
726;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
727;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
728;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
729;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
730;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
731;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
732;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
733;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
734;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
735;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
736;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
737;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
738;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
739;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
740;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
741;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
742;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
743;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
744;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
745;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
746;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
747;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
748;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
749;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
750;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
751;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
752;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
753;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
754;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
755;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
756;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
757;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
758;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
759;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
760;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
761;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
762;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
763;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
764;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
765;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
766;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
767;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
768;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
769;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
770;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
771;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
772;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
773;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
774;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
775;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
776;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
777;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
778;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
779;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
780;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
781;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
782;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
783;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
784;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
785;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
786;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
787;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
788;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
789;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
790;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
791;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
792;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
793;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
794;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
795;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
796;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
797;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
798;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
799;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
800;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
801;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
802;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
803;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
804;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
805;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
806;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
807;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
808;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
809;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
810;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
811;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
812;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
813;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
814;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
815;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
816;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
817;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
818;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
819;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
820;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
821;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
822;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
823;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
824;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
825;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
826;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
827;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
828;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
829;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
830;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
831;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
832;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
833;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
834;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
835;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
836;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
837;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
838;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
839;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
840;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
841;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
842;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
843;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
844;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
845;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
846;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
847;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
848;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
849;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
850;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
851;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
852;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
853;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
854;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
855;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
856;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
857;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
858;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
859;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
860;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
861;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
862;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
863;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
864;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
865;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
866;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
867;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
868;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
869;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
870;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
871;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
872;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
873;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
874;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
875;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
876;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
877;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
878;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
879;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
880;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
881;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
882;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
883;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
884;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
885;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
886;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
887;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
888;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
889;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
890;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
891;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
892;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
893;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
894;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
895;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
896;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
897;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
898;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
899;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
900;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
901;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
902;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
903;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
904;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
905;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
906;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
907;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
908;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
909;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
910;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
911;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
912;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
913;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
914;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
915;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
916;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
917;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
918;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
919;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
920;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
921;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
922;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
923;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
924;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
925;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
926;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
927;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
928;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
929;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
930;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
931;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
932;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
933;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
934;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
935;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
936;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
937;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
938;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
939;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
940;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
941;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
942;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
943;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
944;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
945;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
946;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
947;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
948;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
949;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
950;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
951;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
952;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
953;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
954;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
955;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
956;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
957;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
958;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
959;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
960;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
961;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
962;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
963;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
964;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
965;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
966;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
967;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
968;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
969;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
970;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
971;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
972;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
973;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
974;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
975;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
976;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
977;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
978;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
979;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
980;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
981;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
982;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
983;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
984;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
985;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
986;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
987;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
988;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
989;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
990;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
991;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
992;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
993;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
994;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
995;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
996;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
997;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
998;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
999;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1000;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1001;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1002;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1003;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1004;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1005;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1006;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1007;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1008;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1009;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1010;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1011;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1012;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1013;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1014;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1015;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1016;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1017;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1018;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1019;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1020;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1021;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1022;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1023;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1024;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1025;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1026;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1027;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1028;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1029;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1030;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1031;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1032;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1033;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1034;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1035;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1036;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1037;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1038;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1039;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1040;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1041;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
